imgs,segs
HGG\flair\patient222_slice084.png,HGG\seg\patient222_slice084.png
HGG\flair\patient067_slice077.png,HGG\seg\patient067_slice077.png
HGG\flair\patient132_slice119.png,HGG\seg\patient132_slice119.png
HGG\flair\patient059_slice070.png,HGG\seg\patient059_slice070.png
HGG\flair\patient138_slice118.png,HGG\seg\patient138_slice118.png
HGG\flair\patient243_slice096.png,HGG\seg\patient243_slice096.png
LGG\flair\patient038_slice089.png,LGG\seg\patient038_slice089.png
HGG\flair\patient042_slice094.png,HGG\seg\patient042_slice094.png
HGG\flair\patient159_slice108.png,HGG\seg\patient159_slice108.png
HGG\flair\patient161_slice075.png,HGG\seg\patient161_slice075.png
LGG\flair\patient076_slice081.png,LGG\seg\patient076_slice081.png
HGG\flair\patient068_slice084.png,HGG\seg\patient068_slice084.png
LGG\flair\patient035_slice071.png,LGG\seg\patient035_slice071.png
HGG\flair\patient146_slice099.png,HGG\seg\patient146_slice099.png
LGG\flair\patient023_slice079.png,LGG\seg\patient023_slice079.png
HGG\flair\patient105_slice076.png,HGG\seg\patient105_slice076.png
HGG\flair\patient014_slice106.png,HGG\seg\patient014_slice106.png
HGG\flair\patient046_slice079.png,HGG\seg\patient046_slice079.png
HGG\flair\patient216_slice087.png,HGG\seg\patient216_slice087.png
LGG\flair\patient023_slice090.png,LGG\seg\patient023_slice090.png
HGG\flair\patient157_slice094.png,HGG\seg\patient157_slice094.png
LGG\flair\patient060_slice110.png,LGG\seg\patient060_slice110.png
LGG\flair\patient047_slice090.png,LGG\seg\patient047_slice090.png
HGG\flair\patient149_slice098.png,HGG\seg\patient149_slice098.png
HGG\flair\patient259_slice098.png,HGG\seg\patient259_slice098.png
HGG\flair\patient024_slice117.png,HGG\seg\patient024_slice117.png
HGG\flair\patient010_slice106.png,HGG\seg\patient010_slice106.png
HGG\flair\patient076_slice070.png,HGG\seg\patient076_slice070.png
HGG\flair\patient102_slice114.png,HGG\seg\patient102_slice114.png
HGG\flair\patient046_slice105.png,HGG\seg\patient046_slice105.png
HGG\flair\patient112_slice075.png,HGG\seg\patient112_slice075.png
HGG\flair\patient073_slice071.png,HGG\seg\patient073_slice071.png
HGG\flair\patient155_slice077.png,HGG\seg\patient155_slice077.png
HGG\flair\patient089_slice091.png,HGG\seg\patient089_slice091.png
LGG\flair\patient063_slice099.png,LGG\seg\patient063_slice099.png
LGG\flair\patient046_slice079.png,LGG\seg\patient046_slice079.png
HGG\flair\patient040_slice070.png,HGG\seg\patient040_slice070.png
HGG\flair\patient051_slice097.png,HGG\seg\patient051_slice097.png
HGG\flair\patient071_slice093.png,HGG\seg\patient071_slice093.png
LGG\flair\patient014_slice106.png,LGG\seg\patient014_slice106.png
HGG\flair\patient174_slice104.png,HGG\seg\patient174_slice104.png
HGG\flair\patient237_slice079.png,HGG\seg\patient237_slice079.png
HGG\flair\patient094_slice081.png,HGG\seg\patient094_slice081.png
HGG\flair\patient071_slice110.png,HGG\seg\patient071_slice110.png
HGG\flair\patient084_slice080.png,HGG\seg\patient084_slice080.png
LGG\flair\patient026_slice070.png,LGG\seg\patient026_slice070.png
HGG\flair\patient237_slice116.png,HGG\seg\patient237_slice116.png
HGG\flair\patient158_slice115.png,HGG\seg\patient158_slice115.png
HGG\flair\patient240_slice086.png,HGG\seg\patient240_slice086.png
HGG\flair\patient078_slice107.png,HGG\seg\patient078_slice107.png
HGG\flair\patient002_slice082.png,HGG\seg\patient002_slice082.png
HGG\flair\patient024_slice104.png,HGG\seg\patient024_slice104.png
HGG\flair\patient048_slice106.png,HGG\seg\patient048_slice106.png
LGG\flair\patient037_slice071.png,LGG\seg\patient037_slice071.png
LGG\flair\patient046_slice093.png,LGG\seg\patient046_slice093.png
HGG\flair\patient024_slice086.png,HGG\seg\patient024_slice086.png
HGG\flair\patient078_slice096.png,HGG\seg\patient078_slice096.png
LGG\flair\patient063_slice082.png,LGG\seg\patient063_slice082.png
HGG\flair\patient234_slice106.png,HGG\seg\patient234_slice106.png
HGG\flair\patient215_slice082.png,HGG\seg\patient215_slice082.png
HGG\flair\patient006_slice073.png,HGG\seg\patient006_slice073.png
HGG\flair\patient083_slice117.png,HGG\seg\patient083_slice117.png
HGG\flair\patient253_slice078.png,HGG\seg\patient253_slice078.png
HGG\flair\patient210_slice103.png,HGG\seg\patient210_slice103.png
HGG\flair\patient034_slice070.png,HGG\seg\patient034_slice070.png
HGG\flair\patient166_slice108.png,HGG\seg\patient166_slice108.png
HGG\flair\patient029_slice094.png,HGG\seg\patient029_slice094.png
HGG\flair\patient135_slice107.png,HGG\seg\patient135_slice107.png
HGG\flair\patient055_slice087.png,HGG\seg\patient055_slice087.png
HGG\flair\patient007_slice081.png,HGG\seg\patient007_slice081.png
HGG\flair\patient055_slice109.png,HGG\seg\patient055_slice109.png
HGG\flair\patient117_slice078.png,HGG\seg\patient117_slice078.png
HGG\flair\patient078_slice083.png,HGG\seg\patient078_slice083.png
HGG\flair\patient053_slice097.png,HGG\seg\patient053_slice097.png
HGG\flair\patient171_slice073.png,HGG\seg\patient171_slice073.png
LGG\flair\patient033_slice088.png,LGG\seg\patient033_slice088.png
LGG\flair\patient021_slice089.png,LGG\seg\patient021_slice089.png
HGG\flair\patient044_slice079.png,HGG\seg\patient044_slice079.png
HGG\flair\patient198_slice115.png,HGG\seg\patient198_slice115.png
HGG\flair\patient227_slice083.png,HGG\seg\patient227_slice083.png
HGG\flair\patient234_slice081.png,HGG\seg\patient234_slice081.png
HGG\flair\patient110_slice078.png,HGG\seg\patient110_slice078.png
HGG\flair\patient131_slice084.png,HGG\seg\patient131_slice084.png
HGG\flair\patient230_slice091.png,HGG\seg\patient230_slice091.png
HGG\flair\patient250_slice085.png,HGG\seg\patient250_slice085.png
LGG\flair\patient017_slice094.png,LGG\seg\patient017_slice094.png
LGG\flair\patient021_slice104.png,LGG\seg\patient021_slice104.png
HGG\flair\patient057_slice073.png,HGG\seg\patient057_slice073.png
LGG\flair\patient059_slice088.png,LGG\seg\patient059_slice088.png
HGG\flair\patient002_slice088.png,HGG\seg\patient002_slice088.png
HGG\flair\patient119_slice076.png,HGG\seg\patient119_slice076.png
HGG\flair\patient192_slice117.png,HGG\seg\patient192_slice117.png
HGG\flair\patient177_slice073.png,HGG\seg\patient177_slice073.png
HGG\flair\patient021_slice100.png,HGG\seg\patient021_slice100.png
LGG\flair\patient032_slice109.png,LGG\seg\patient032_slice109.png
HGG\flair\patient197_slice070.png,HGG\seg\patient197_slice070.png
HGG\flair\patient168_slice118.png,HGG\seg\patient168_slice118.png
LGG\flair\patient060_slice103.png,LGG\seg\patient060_slice103.png
HGG\flair\patient207_slice104.png,HGG\seg\patient207_slice104.png
HGG\flair\patient156_slice092.png,HGG\seg\patient156_slice092.png
HGG\flair\patient032_slice087.png,HGG\seg\patient032_slice087.png
HGG\flair\patient259_slice102.png,HGG\seg\patient259_slice102.png
LGG\flair\patient063_slice108.png,LGG\seg\patient063_slice108.png
HGG\flair\patient058_slice086.png,HGG\seg\patient058_slice086.png
HGG\flair\patient163_slice119.png,HGG\seg\patient163_slice119.png
HGG\flair\patient003_slice099.png,HGG\seg\patient003_slice099.png
HGG\flair\patient036_slice116.png,HGG\seg\patient036_slice116.png
HGG\flair\patient211_slice077.png,HGG\seg\patient211_slice077.png
HGG\flair\patient187_slice108.png,HGG\seg\patient187_slice108.png
HGG\flair\patient226_slice100.png,HGG\seg\patient226_slice100.png
HGG\flair\patient074_slice090.png,HGG\seg\patient074_slice090.png
HGG\flair\patient082_slice087.png,HGG\seg\patient082_slice087.png
HGG\flair\patient005_slice091.png,HGG\seg\patient005_slice091.png
HGG\flair\patient148_slice104.png,HGG\seg\patient148_slice104.png
LGG\flair\patient067_slice085.png,LGG\seg\patient067_slice085.png
HGG\flair\patient240_slice071.png,HGG\seg\patient240_slice071.png
HGG\flair\patient054_slice106.png,HGG\seg\patient054_slice106.png
HGG\flair\patient130_slice075.png,HGG\seg\patient130_slice075.png
HGG\flair\patient074_slice104.png,HGG\seg\patient074_slice104.png
HGG\flair\patient102_slice100.png,HGG\seg\patient102_slice100.png
HGG\flair\patient242_slice080.png,HGG\seg\patient242_slice080.png
HGG\flair\patient036_slice083.png,HGG\seg\patient036_slice083.png
LGG\flair\patient009_slice085.png,LGG\seg\patient009_slice085.png
HGG\flair\patient057_slice083.png,HGG\seg\patient057_slice083.png
HGG\flair\patient137_slice119.png,HGG\seg\patient137_slice119.png
HGG\flair\patient103_slice096.png,HGG\seg\patient103_slice096.png
HGG\flair\patient245_slice114.png,HGG\seg\patient245_slice114.png
HGG\flair\patient060_slice108.png,HGG\seg\patient060_slice108.png
HGG\flair\patient016_slice104.png,HGG\seg\patient016_slice104.png
HGG\flair\patient007_slice106.png,HGG\seg\patient007_slice106.png
LGG\flair\patient018_slice071.png,LGG\seg\patient018_slice071.png
HGG\flair\patient024_slice100.png,HGG\seg\patient024_slice100.png
LGG\flair\patient057_slice077.png,LGG\seg\patient057_slice077.png
HGG\flair\patient212_slice100.png,HGG\seg\patient212_slice100.png
HGG\flair\patient125_slice095.png,HGG\seg\patient125_slice095.png
HGG\flair\patient031_slice095.png,HGG\seg\patient031_slice095.png
LGG\flair\patient010_slice113.png,LGG\seg\patient010_slice113.png
LGG\flair\patient045_slice105.png,LGG\seg\patient045_slice105.png
LGG\flair\patient044_slice112.png,LGG\seg\patient044_slice112.png
LGG\flair\patient038_slice092.png,LGG\seg\patient038_slice092.png
HGG\flair\patient060_slice080.png,HGG\seg\patient060_slice080.png
LGG\flair\patient005_slice080.png,LGG\seg\patient005_slice080.png
LGG\flair\patient052_slice113.png,LGG\seg\patient052_slice113.png
LGG\flair\patient031_slice072.png,LGG\seg\patient031_slice072.png
HGG\flair\patient124_slice111.png,HGG\seg\patient124_slice111.png
HGG\flair\patient101_slice094.png,HGG\seg\patient101_slice094.png
HGG\flair\patient175_slice117.png,HGG\seg\patient175_slice117.png
HGG\flair\patient001_slice096.png,HGG\seg\patient001_slice096.png
HGG\flair\patient252_slice072.png,HGG\seg\patient252_slice072.png
HGG\flair\patient211_slice070.png,HGG\seg\patient211_slice070.png
HGG\flair\patient078_slice097.png,HGG\seg\patient078_slice097.png
LGG\flair\patient056_slice072.png,LGG\seg\patient056_slice072.png
HGG\flair\patient043_slice089.png,HGG\seg\patient043_slice089.png
LGG\flair\patient032_slice082.png,LGG\seg\patient032_slice082.png
HGG\flair\patient121_slice085.png,HGG\seg\patient121_slice085.png
HGG\flair\patient154_slice089.png,HGG\seg\patient154_slice089.png
HGG\flair\patient127_slice090.png,HGG\seg\patient127_slice090.png
HGG\flair\patient135_slice094.png,HGG\seg\patient135_slice094.png
HGG\flair\patient166_slice101.png,HGG\seg\patient166_slice101.png
HGG\flair\patient164_slice114.png,HGG\seg\patient164_slice114.png
HGG\flair\patient014_slice113.png,HGG\seg\patient014_slice113.png
HGG\flair\patient125_slice102.png,HGG\seg\patient125_slice102.png
HGG\flair\patient135_slice090.png,HGG\seg\patient135_slice090.png
HGG\flair\patient206_slice074.png,HGG\seg\patient206_slice074.png
LGG\flair\patient002_slice119.png,LGG\seg\patient002_slice119.png
LGG\flair\patient045_slice108.png,LGG\seg\patient045_slice108.png
HGG\flair\patient134_slice099.png,HGG\seg\patient134_slice099.png
HGG\flair\patient048_slice099.png,HGG\seg\patient048_slice099.png
HGG\flair\patient016_slice099.png,HGG\seg\patient016_slice099.png
HGG\flair\patient180_slice087.png,HGG\seg\patient180_slice087.png
HGG\flair\patient062_slice094.png,HGG\seg\patient062_slice094.png
HGG\flair\patient153_slice092.png,HGG\seg\patient153_slice092.png
HGG\flair\patient002_slice094.png,HGG\seg\patient002_slice094.png
HGG\flair\patient060_slice075.png,HGG\seg\patient060_slice075.png
HGG\flair\patient082_slice097.png,HGG\seg\patient082_slice097.png
HGG\flair\patient002_slice109.png,HGG\seg\patient002_slice109.png
HGG\flair\patient212_slice103.png,HGG\seg\patient212_slice103.png
LGG\flair\patient055_slice111.png,LGG\seg\patient055_slice111.png
LGG\flair\patient059_slice091.png,LGG\seg\patient059_slice091.png
HGG\flair\patient102_slice115.png,HGG\seg\patient102_slice115.png
HGG\flair\patient212_slice083.png,HGG\seg\patient212_slice083.png
HGG\flair\patient126_slice082.png,HGG\seg\patient126_slice082.png
HGG\flair\patient036_slice073.png,HGG\seg\patient036_slice073.png
HGG\flair\patient045_slice095.png,HGG\seg\patient045_slice095.png
HGG\flair\patient084_slice097.png,HGG\seg\patient084_slice097.png
HGG\flair\patient020_slice100.png,HGG\seg\patient020_slice100.png
HGG\flair\patient122_slice092.png,HGG\seg\patient122_slice092.png
LGG\flair\patient074_slice108.png,LGG\seg\patient074_slice108.png
HGG\flair\patient107_slice088.png,HGG\seg\patient107_slice088.png
HGG\flair\patient143_slice089.png,HGG\seg\patient143_slice089.png
LGG\flair\patient036_slice105.png,LGG\seg\patient036_slice105.png
LGG\flair\patient029_slice112.png,LGG\seg\patient029_slice112.png
LGG\flair\patient021_slice076.png,LGG\seg\patient021_slice076.png
HGG\flair\patient251_slice100.png,HGG\seg\patient251_slice100.png
HGG\flair\patient150_slice079.png,HGG\seg\patient150_slice079.png
HGG\flair\patient105_slice104.png,HGG\seg\patient105_slice104.png
HGG\flair\patient163_slice075.png,HGG\seg\patient163_slice075.png
HGG\flair\patient175_slice105.png,HGG\seg\patient175_slice105.png
HGG\flair\patient141_slice104.png,HGG\seg\patient141_slice104.png
LGG\flair\patient007_slice109.png,LGG\seg\patient007_slice109.png
LGG\flair\patient029_slice083.png,LGG\seg\patient029_slice083.png
HGG\flair\patient069_slice118.png,HGG\seg\patient069_slice118.png
HGG\flair\patient048_slice080.png,HGG\seg\patient048_slice080.png
HGG\flair\patient048_slice112.png,HGG\seg\patient048_slice112.png
HGG\flair\patient086_slice083.png,HGG\seg\patient086_slice083.png
HGG\flair\patient035_slice085.png,HGG\seg\patient035_slice085.png
HGG\flair\patient255_slice110.png,HGG\seg\patient255_slice110.png
LGG\flair\patient068_slice081.png,LGG\seg\patient068_slice081.png
HGG\flair\patient103_slice072.png,HGG\seg\patient103_slice072.png
HGG\flair\patient212_slice072.png,HGG\seg\patient212_slice072.png
HGG\flair\patient020_slice079.png,HGG\seg\patient020_slice079.png
HGG\flair\patient145_slice118.png,HGG\seg\patient145_slice118.png
LGG\flair\patient068_slice088.png,LGG\seg\patient068_slice088.png
HGG\flair\patient160_slice073.png,HGG\seg\patient160_slice073.png
HGG\flair\patient133_slice073.png,HGG\seg\patient133_slice073.png
HGG\flair\patient021_slice109.png,HGG\seg\patient021_slice109.png
HGG\flair\patient231_slice094.png,HGG\seg\patient231_slice094.png
LGG\flair\patient007_slice088.png,LGG\seg\patient007_slice088.png
HGG\flair\patient162_slice100.png,HGG\seg\patient162_slice100.png
HGG\flair\patient104_slice084.png,HGG\seg\patient104_slice084.png
HGG\flair\patient022_slice081.png,HGG\seg\patient022_slice081.png
HGG\flair\patient078_slice073.png,HGG\seg\patient078_slice073.png
HGG\flair\patient237_slice084.png,HGG\seg\patient237_slice084.png
LGG\flair\patient075_slice087.png,LGG\seg\patient075_slice087.png
HGG\flair\patient184_slice096.png,HGG\seg\patient184_slice096.png
HGG\flair\patient191_slice087.png,HGG\seg\patient191_slice087.png
HGG\flair\patient172_slice081.png,HGG\seg\patient172_slice081.png
HGG\flair\patient185_slice105.png,HGG\seg\patient185_slice105.png
LGG\flair\patient054_slice070.png,LGG\seg\patient054_slice070.png
LGG\flair\patient039_slice077.png,LGG\seg\patient039_slice077.png
HGG\flair\patient253_slice111.png,HGG\seg\patient253_slice111.png
LGG\flair\patient071_slice094.png,LGG\seg\patient071_slice094.png
HGG\flair\patient097_slice081.png,HGG\seg\patient097_slice081.png
HGG\flair\patient158_slice103.png,HGG\seg\patient158_slice103.png
HGG\flair\patient161_slice112.png,HGG\seg\patient161_slice112.png
HGG\flair\patient245_slice082.png,HGG\seg\patient245_slice082.png
HGG\flair\patient189_slice093.png,HGG\seg\patient189_slice093.png
HGG\flair\patient235_slice100.png,HGG\seg\patient235_slice100.png
LGG\flair\patient009_slice079.png,LGG\seg\patient009_slice079.png
LGG\flair\patient011_slice099.png,LGG\seg\patient011_slice099.png
HGG\flair\patient089_slice088.png,HGG\seg\patient089_slice088.png
HGG\flair\patient137_slice105.png,HGG\seg\patient137_slice105.png
HGG\flair\patient087_slice089.png,HGG\seg\patient087_slice089.png
HGG\flair\patient197_slice103.png,HGG\seg\patient197_slice103.png
LGG\flair\patient049_slice093.png,LGG\seg\patient049_slice093.png
HGG\flair\patient038_slice092.png,HGG\seg\patient038_slice092.png
HGG\flair\patient200_slice077.png,HGG\seg\patient200_slice077.png
HGG\flair\patient108_slice110.png,HGG\seg\patient108_slice110.png
LGG\flair\patient062_slice083.png,LGG\seg\patient062_slice083.png
HGG\flair\patient031_slice101.png,HGG\seg\patient031_slice101.png
HGG\flair\patient251_slice087.png,HGG\seg\patient251_slice087.png
HGG\flair\patient146_slice071.png,HGG\seg\patient146_slice071.png
HGG\flair\patient231_slice081.png,HGG\seg\patient231_slice081.png
HGG\flair\patient094_slice072.png,HGG\seg\patient094_slice072.png
HGG\flair\patient048_slice075.png,HGG\seg\patient048_slice075.png
HGG\flair\patient229_slice108.png,HGG\seg\patient229_slice108.png
HGG\flair\patient132_slice079.png,HGG\seg\patient132_slice079.png
LGG\flair\patient021_slice074.png,LGG\seg\patient021_slice074.png
HGG\flair\patient017_slice073.png,HGG\seg\patient017_slice073.png
HGG\flair\patient145_slice094.png,HGG\seg\patient145_slice094.png
HGG\flair\patient188_slice091.png,HGG\seg\patient188_slice091.png
LGG\flair\patient025_slice079.png,LGG\seg\patient025_slice079.png
HGG\flair\patient230_slice082.png,HGG\seg\patient230_slice082.png
LGG\flair\patient032_slice093.png,LGG\seg\patient032_slice093.png
HGG\flair\patient055_slice116.png,HGG\seg\patient055_slice116.png
HGG\flair\patient229_slice112.png,HGG\seg\patient229_slice112.png
HGG\flair\patient199_slice071.png,HGG\seg\patient199_slice071.png
HGG\flair\patient130_slice096.png,HGG\seg\patient130_slice096.png
HGG\flair\patient076_slice084.png,HGG\seg\patient076_slice084.png
HGG\flair\patient230_slice074.png,HGG\seg\patient230_slice074.png
HGG\flair\patient084_slice087.png,HGG\seg\patient084_slice087.png
